iter	Accuracy	Logloss
133	0.8946629213	0.3088235683
134	0.8946629213	0.3081563908
135	0.8946629213	0.307785942
136	0.8918539326	0.306880574
137	0.893258427	0.3058893452
138	0.893258427	0.3056311751
139	0.893258427	0.3049642041
140	0.893258427	0.3042061179
141	0.893258427	0.3039651943
142	0.893258427	0.303136411
143	0.893258427	0.3024793541
144	0.893258427	0.3022556114
145	0.893258427	0.3018729621
146	0.8946629213	0.3011672583
147	0.8946629213	0.3008619677
148	0.8946629213	0.3004203019
149	0.8946629213	0.3002646242
150	0.8946629213	0.2999988036
151	0.8946629213	0.2994220786
152	0.8946629213	0.298824892
153	0.8946629213	0.2983981266
154	0.8946629213	0.2981162137
155	0.8946629213	0.2978118773
156	0.8946629213	0.297513495
157	0.8946629213	0.2967319858
158	0.8946629213	0.2962051254
159	0.8946629213	0.2960263848
160	0.8960674157	0.295491915
161	0.8960674157	0.2951427644
162	0.8960674157	0.2947005226
163	0.8960674157	0.2940085806
164	0.8960674157	0.2935683069
165	0.8960674157	0.2930957856
166	0.8960674157	0.292519606
167	0.8960674157	0.2923167716
168	0.8960674157	0.2919141008
169	0.8960674157	0.290747725
170	0.8960674157	0.2903402293
171	0.8960674157	0.2897765338
172	0.8960674157	0.2893289294
173	0.8988764045	0.2887090323
174	0.8988764045	0.2882178686
175	0.9002808989	0.2874144544
176	0.8988764045	0.2866646057
177	0.8988764045	0.2858616179
178	0.8974719101	0.2851547803
179	0.8974719101	0.285020758
180	0.8988764045	0.2846170305
181	0.8988764045	0.2843017681
182	0.8974719101	0.2840092914
183	0.8988764045	0.2833854292
184	0.8988764045	0.2830841029
185	0.9002808989	0.2826619136
186	0.9002808989	0.2824608062
187	0.9002808989	0.281905334
188	0.9002808989	0.2813999539
189	0.9002808989	0.281145607
190	0.9002808989	0.280948328
191	0.9016853933	0.2802610888
192	0.9016853933	0.2792949524
193	0.9016853933	0.2790058692
194	0.9016853933	0.2789021205
195	0.9016853933	0.2785216183
196	0.9016853933	0.2781603765
197	0.9030898876	0.2777393005
198	0.9030898876	0.2771775143
199	0.9030898876	0.2768019872
200	0.904494382	0.2763538278
201	0.9073033708	0.2752726111
202	0.9087078652	0.2751444126
203	0.9087078652	0.2741759493
204	0.9087078652	0.2735480176
205	0.9087078652	0.2734150992
206	0.9115168539	0.2728062968
207	0.9115168539	0.2723350785
208	0.9115168539	0.2720112418
209	0.9115168539	0.2716128404
210	0.9115168539	0.271264808
211	0.9115168539	0.2710294135
212	0.9115168539	0.2705741696
213	0.9115168539	0.2703172782
214	0.9115168539	0.270098955
215	0.9115168539	0.269768873
216	0.9115168539	0.2690043558
217	0.9115168539	0.2688193803
218	0.9115168539	0.2686593323
219	0.9115168539	0.2684025056
220	0.9115168539	0.2680004454
221	0.9115168539	0.2675835875
222	0.9115168539	0.2674539931
223	0.9115168539	0.2670660789
224	0.9129213483	0.2663526085
225	0.9143258427	0.2658356669
226	0.9129213483	0.2653222863
227	0.9157303371	0.2648276588
228	0.9157303371	0.2639709295
229	0.9157303371	0.2632214225
230	0.9157303371	0.2629504607
231	0.9157303371	0.2627149668
232	0.9157303371	0.2624949439
233	0.9157303371	0.2620222785
234	0.9157303371	0.2616646385
235	0.9157303371	0.2613345514
236	0.9171348315	0.2611066412
237	0.9171348315	0.2608817035
238	0.9171348315	0.2601340784
239	0.9171348315	0.2600757418
240	0.9185393258	0.2597973949
241	0.9185393258	0.2592259202
242	0.9185393258	0.2590941787
243	0.9185393258	0.2586444762
244	0.9185393258	0.2578573613
245	0.9185393258	0.2571099419
246	0.9185393258	0.2568547479
247	0.9185393258	0.2565665181
248	0.9185393258	0.2564432239
249	0.9199438202	0.2558037726
250	0.9199438202	0.2550513645
251	0.9213483146	0.2545806649
252	0.9213483146	0.2543440909
253	0.9213483146	0.254066865
254	0.9213483146	0.2536991279
255	0.9213483146	0.2533722153
256	0.9213483146	0.2531537389
257	0.9213483146	0.2530376332
258	0.9213483146	0.25260127
259	0.9213483146	0.2524269976
260	0.9213483146	0.252005932
261	0.9213483146	0.2513897335
262	0.9213483146	0.2510238838
263	0.922752809	0.250867419
264	0.922752809	0.250529159
265	0.922752809	0.2501576312
266	0.922752809	0.2499036871
267	0.922752809	0.248975521
268	0.922752809	0.2482210028
269	0.922752809	0.2480384122
270	0.922752809	0.2479553116
271	0.922752809	0.2478719193
272	0.922752809	0.2473178739
273	0.922752809	0.2469229815
274	0.922752809	0.2468385409
275	0.922752809	0.2464584264
276	0.922752809	0.2463786734
277	0.922752809	0.2460448593
278	0.922752809	0.2453328688
279	0.922752809	0.2441972127
280	0.922752809	0.2438309412
281	0.922752809	0.2433971584
282	0.922752809	0.2432345249
283	0.922752809	0.2427858387
284	0.922752809	0.2424583126
285	0.922752809	0.242371333
286	0.922752809	0.2422252968
287	0.922752809	0.2421405279
288	0.922752809	0.2414209629
289	0.922752809	0.2409062781
290	0.922752809	0.2407244925
291	0.922752809	0.2400992904
292	0.9241573034	0.2395765188
293	0.9241573034	0.238474887
294	0.9241573034	0.2383560606
295	0.9241573034	0.2382457375
296	0.9241573034	0.2381722205
297	0.9241573034	0.2372203729
298	0.9241573034	0.2369522967
299	0.9241573034	0.2365395921
300	0.9241573034	0.2359065489
301	0.9241573034	0.2356153706
302	0.9241573034	0.2355254268
303	0.9255617978	0.2350384464
304	0.9255617978	0.2349550845
305	0.9269662921	0.2346012488
306	0.9269662921	0.2342729824
307	0.9269662921	0.2341992969
308	0.9283707865	0.2332588385
309	0.9283707865	0.2326466379
310	0.9283707865	0.2321144879
311	0.9283707865	0.2314938447
312	0.9283707865	0.2311879955
313	0.9283707865	0.2311234744
314	0.9283707865	0.2309920356
315	0.9297752809	0.2305009753
316	0.9297752809	0.2304328586
317	0.9311797753	0.2299299364
318	0.9311797753	0.2293885507
319	0.9297752809	0.2288884189
320	0.9297752809	0.2288411233
321	0.9297752809	0.2282317165
322	0.9311797753	0.2279999589
323	0.9325842697	0.2272430659
324	0.9325842697	0.2263608054
325	0.9325842697	0.2259485848
326	0.9311797753	0.2255151703
327	0.9325842697	0.2247304778
328	0.9325842697	0.2246837271
329	0.9325842697	0.2242928998
330	0.9325842697	0.223397679
331	0.9325842697	0.2233264409
332	0.9325842697	0.2229660945
333	0.9325842697	0.2225917343
334	0.9325842697	0.2221433704
335	0.9325842697	0.2218152474
336	0.9325842697	0.2217482992
337	0.9325842697	0.2216871214
338	0.9325842697	0.2215227765
339	0.9325842697	0.2210475137
340	0.9325842697	0.2206573531
341	0.9325842697	0.2203812211
342	0.9325842697	0.2197709435
343	0.9325842697	0.2197383348
344	0.9325842697	0.2190392407
345	0.9325842697	0.2186039124
346	0.9325842697	0.2185395931
347	0.9325842697	0.2184904896
348	0.9353932584	0.217963447
349	0.9353932584	0.2173706534
350	0.9353932584	0.216771939
351	0.9353932584	0.2163925588
352	0.933988764	0.2159519115
353	0.9353932584	0.2148937571
354	0.9353932584	0.2144644428
355	0.9353932584	0.2139491153
356	0.9353932584	0.2137382236
357	0.9367977528	0.2131279335
358	0.9367977528	0.2127949268
359	0.9367977528	0.21275582
360	0.9367977528	0.2119917889
361	0.9367977528	0.2111231964
362	0.9367977528	0.2110699833
363	0.9367977528	0.2107626797
364	0.9367977528	0.2101578773
365	0.9367977528	0.2098857004
366	0.9382022472	0.2098036646
367	0.9382022472	0.2091936732
368	0.9382022472	0.2089241838
369	0.9382022472	0.2083104847
370	0.9382022472	0.2082504116
371	0.9382022472	0.2076657314
372	0.9382022472	0.2070909635
373	0.9382022472	0.2065497048
374	0.9382022472	0.2064762556
375	0.9382022472	0.2058496165
376	0.9382022472	0.205123428
377	0.9382022472	0.2046329823
378	0.9382022472	0.2045981274
379	0.9382022472	0.2041925954
380	0.9382022472	0.2038848904
381	0.9382022472	0.2034147806
382	0.9382022472	0.2033426904
383	0.9382022472	0.2029897974
384	0.9382022472	0.2025811439
385	0.9382022472	0.2025331722
386	0.9382022472	0.2021508055
387	0.9382022472	0.2016917065
388	0.9382022472	0.2010968803
389	0.9382022472	0.2006571776
390	0.9382022472	0.2006158065
391	0.9382022472	0.2005701427
392	0.9396067416	0.2000788798
393	0.9396067416	0.199727431
394	0.9396067416	0.1996471806
395	0.9396067416	0.1993621404
396	0.9396067416	0.1990675227
397	0.9396067416	0.1987802023
398	0.941011236	0.1984655656
399	0.941011236	0.1984007911
400	0.941011236	0.1978825153
401	0.9424157303	0.1975703983
402	0.9424157303	0.197527866
403	0.9424157303	0.1972426268
404	0.9424157303	0.1967197762
405	0.9424157303	0.196497662
406	0.9424157303	0.1961080252
407	0.9424157303	0.1958042601
408	0.9424157303	0.1952748419
409	0.9424157303	0.1950353728
410	0.9424157303	0.1945339489
411	0.9424157303	0.1942078612
412	0.9424157303	0.1939750361
413	0.9424157303	0.1936789586
414	0.9424157303	0.1934112025
415	0.9424157303	0.1933719248
416	0.9424157303	0.1933270386
417	0.9424157303	0.1926385086
418	0.9424157303	0.1921098908
419	0.9424157303	0.1917743086
420	0.9424157303	0.1914499442
421	0.9424157303	0.1912124259
422	0.9424157303	0.1911811243
423	0.9424157303	0.1905774117
424	0.9424157303	0.1905501778
425	0.9424157303	0.190171524
426	0.9424157303	0.1898783726
427	0.9438202247	0.1895825701
428	0.9438202247	0.1895486609
429	0.9438202247	0.1892550806
430	0.9452247191	0.1888714222
431	0.9452247191	0.1884943827
432	0.9452247191	0.1880872064
433	0.9466292135	0.1876292973
434	0.9466292135	0.1873491624
435	0.9480337079	0.186888625
436	0.9480337079	0.1862757647
437	0.9480337079	0.1862247367
438	0.9480337079	0.1858701007
439	0.9480337079	0.1856138236
440	0.9480337079	0.1855640964
441	0.9480337079	0.1854762327
442	0.9480337079	0.1851607369
443	0.9480337079	0.1849394672
444	0.9480337079	0.1846207079
445	0.9494382022	0.1839055954
446	0.9494382022	0.1835857515
447	0.9494382022	0.1829756719
448	0.9494382022	0.1826729993
449	0.9494382022	0.1826384904
450	0.9494382022	0.1823788597
451	0.9494382022	0.181919461
452	0.9494382022	0.1816569941
453	0.9494382022	0.1814288245
454	0.9508426966	0.1808112748
455	0.9508426966	0.1807667516
456	0.9508426966	0.1805067859
457	0.9508426966	0.1800869861
458	0.9508426966	0.1794524592
459	0.9508426966	0.1793706871
460	0.9508426966	0.1785655097
461	0.9508426966	0.1782971463
462	0.9508426966	0.1780803076
463	0.9508426966	0.177824407
464	0.9508426966	0.1774051844
465	0.9508426966	0.1770347106
466	0.952247191	0.1767001989
467	0.952247191	0.1766613208
468	0.952247191	0.1765814181
469	0.952247191	0.175857403
470	0.952247191	0.1751791387
471	0.952247191	0.1747763712
472	0.952247191	0.1745520831
473	0.952247191	0.1743562056
474	0.952247191	0.1743145647
475	0.952247191	0.1739809032
476	0.952247191	0.1734720257
477	0.9550561798	0.1728711086
478	0.9550561798	0.1728366173
479	0.9536516854	0.1724796418
480	0.9536516854	0.1723180876
481	0.9536516854	0.1720372753
482	0.9536516854	0.1719721415
483	0.9550561798	0.1717228821
484	0.9550561798	0.171685985
485	0.9536516854	0.1712618168
486	0.9536516854	0.1709456971
487	0.9536516854	0.1706859439
488	0.9536516854	0.1704470647
489	0.9536516854	0.1701267692
490	0.9550561798	0.1695650286
491	0.9550561798	0.1692595464
492	0.9550561798	0.1690505333
493	0.9550561798	0.1688520715
494	0.9550561798	0.1685201367
495	0.9550561798	0.1682320787
496	0.9550561798	0.1680891698
497	0.9550561798	0.1678580745
498	0.9550561798	0.1676154826
499	0.9550561798	0.1673182626
500	0.9564606742	0.1671273027
501	0.9564606742	0.1665865216
502	0.9564606742	0.1661620093
503	0.9564606742	0.1660199403
504	0.9564606742	0.1654643709
505	0.9564606742	0.1654247742
506	0.9564606742	0.1653881336
507	0.9564606742	0.1652049333
508	0.9564606742	0.164933183
509	0.9564606742	0.1642835423
510	0.9564606742	0.1640813707
511	0.9564606742	0.1640549879
512	0.9550561798	0.1638506226
513	0.9564606742	0.1635218133
514	0.9564606742	0.1634885231
515	0.9564606742	0.163420846
516	0.9578651685	0.1630055634
517	0.9578651685	0.1629751802
518	0.9578651685	0.1627432727
519	0.9578651685	0.1626609329
520	0.9578651685	0.1624714741
521	0.9578651685	0.1620799327
522	0.9578651685	0.1617175562
523	0.9578651685	0.1616917757
524	0.9578651685	0.1616085731
525	0.9578651685	0.1613132598
526	0.9578651685	0.1610573085
527	0.9578651685	0.1609291353
528	0.9578651685	0.1606061497
529	0.9578651685	0.160526378
530	0.9578651685	0.1604537413
531	0.9578651685	0.1601742579
532	0.9578651685	0.1600270632
533	0.9578651685	0.159997622
534	0.9578651685	0.159744017
535	0.9578651685	0.1597121341
536	0.9578651685	0.1595474151
537	0.9578651685	0.1592191179
538	0.9578651685	0.1589629699
539	0.9578651685	0.1588125537
540	0.9578651685	0.1583314519
541	0.9578651685	0.1581097228
542	0.9578651685	0.1579287223
543	0.9578651685	0.1577923147
544	0.9592696629	0.1575396979
545	0.9592696629	0.1569964979
546	0.9592696629	0.1565804724
547	0.9592696629	0.1565554314
548	0.9592696629	0.1564228595
549	0.9592696629	0.1560722434
550	0.9592696629	0.1557421058
551	0.9592696629	0.1552692652
552	0.9592696629	0.1550800826
553	0.9592696629	0.1550556342
554	0.9592696629	0.1548841143
555	0.9592696629	0.1548446632
556	0.9592696629	0.1547086647
557	0.9592696629	0.1546923744
558	0.9592696629	0.1545134731
559	0.9592696629	0.1541016447
560	0.9592696629	0.1537728284
561	0.9592696629	0.1535949408
562	0.9592696629	0.1532460922
563	0.9592696629	0.1530158098
564	0.9592696629	0.1529846932
565	0.9592696629	0.1529417206
566	0.9592696629	0.1525943137
567	0.9592696629	0.1521848537
568	0.9592696629	0.1520217871
569	0.9592696629	0.1520010343
570	0.9592696629	0.1516916516
571	0.9592696629	0.1513963109
572	0.9592696629	0.1513712949
573	0.9592696629	0.1511505802
574	0.9592696629	0.1508412884
575	0.9592696629	0.1507799247
576	0.9592696629	0.1505529057
577	0.9592696629	0.1503443666
578	0.9592696629	0.1503247948
579	0.9592696629	0.1503080417
580	0.9592696629	0.1499518972
581	0.9592696629	0.1498116131
582	0.9592696629	0.1496716912
583	0.9592696629	0.1492987233
584	0.9592696629	0.1492805151
585	0.9592696629	0.1491977766
586	0.9592696629	0.1491786466
587	0.9592696629	0.1489321174
588	0.9592696629	0.1488291205
589	0.9592696629	0.1484497776
590	0.9592696629	0.1484264066
591	0.9592696629	0.1482701003
592	0.9592696629	0.148216999
593	0.9606741573	0.1481064588
594	0.9606741573	0.1478257646
595	0.9606741573	0.1477293672
596	0.9606741573	0.1476053561
597	0.9606741573	0.1474605188
598	0.9606741573	0.1473105791
599	0.9606741573	0.1469480676
600	0.9606741573	0.1467352871
601	0.9606741573	0.1467186892
602	0.9606741573	0.1466212972
603	0.9606741573	0.1465631229
604	0.9606741573	0.1462850868
605	0.9620786517	0.1461396527
606	0.9634831461	0.145817112
607	0.9634831461	0.1457998434
608	0.9620786517	0.1454870809
609	0.9620786517	0.1452401276
610	0.9634831461	0.1450226894
611	0.9634831461	0.1448381027
612	0.9634831461	0.1448110397
613	0.9634831461	0.1442681155
614	0.9634831461	0.1440037146
615	0.9634831461	0.1437565551
616	0.9634831461	0.1436209733
617	0.9634831461	0.1434642127
618	0.9634831461	0.1432789043
619	0.9634831461	0.1432523969
620	0.9634831461	0.142855133
621	0.9634831461	0.1425823941
622	0.9634831461	0.142231521
623	0.9634831461	0.1421226557
624	0.9634831461	0.1420228734
625	0.9648876404	0.1418570867
626	0.9648876404	0.1415691723
627	0.9648876404	0.1413129472
628	0.9662921348	0.1411821559
629	0.9662921348	0.1407380461
630	0.9662921348	0.1404581589
631	0.9648876404	0.140204311
632	0.9648876404	0.1400473783
633	0.9648876404	0.140030282
634	0.9662921348	0.1396538646
635	0.9662921348	0.1395664232
636	0.9662921348	0.1395486022
637	0.9662921348	0.139390288
638	0.9662921348	0.1390945902
639	0.9662921348	0.1388515985
640	0.9662921348	0.1386805307
641	0.9662921348	0.1386579326
642	0.9662921348	0.1385157588
643	0.9662921348	0.1384942835
644	0.9662921348	0.1381945858
645	0.9662921348	0.1380989674
646	0.9662921348	0.1380533858
647	0.9662921348	0.1378483484
648	0.9662921348	0.137833995
649	0.9662921348	0.1375386691
650	0.9662921348	0.1373775486
651	0.9662921348	0.137201664
652	0.9662921348	0.1369891194
653	0.9662921348	0.1368815507
654	0.9676966292	0.1364843019
655	0.9676966292	0.1361653772
656	0.9676966292	0.1359903235
657	0.9676966292	0.1355579394
658	0.9676966292	0.1355096646
659	0.9691011236	0.1354508207
660	0.9691011236	0.1352949582
661	0.9676966292	0.135278561
662	0.9676966292	0.1352618834
663	0.9691011236	0.1351183072
664	0.9676966292	0.1346769708
665	0.9676966292	0.1346579978
666	0.9691011236	0.134263672
667	0.9691011236	0.1339875421
668	0.9691011236	0.1339753489
669	0.9691011236	0.133817851
670	0.9691011236	0.1338017987
671	0.9691011236	0.1335936597
672	0.970505618	0.133451116
673	0.970505618	0.1333315525
674	0.970505618	0.1332105813
675	0.970505618	0.1330010277
676	0.970505618	0.1328339075
677	0.970505618	0.132633987
678	0.970505618	0.1325328674
679	0.970505618	0.1324293282
680	0.970505618	0.1323133399
681	0.970505618	0.1320716276
682	0.970505618	0.1319794118
683	0.970505618	0.1317355238
684	0.970505618	0.1316404395
685	0.970505618	0.1314154399
686	0.970505618	0.131401501
687	0.970505618	0.1312423719
688	0.970505618	0.1309383603
689	0.970505618	0.1307297676
690	0.970505618	0.1305191459
691	0.970505618	0.1302579264
692	0.970505618	0.1300540263
693	0.970505618	0.1299223374
694	0.970505618	0.1297286967
695	0.970505618	0.1296321867
696	0.970505618	0.1294540803
697	0.970505618	0.1293353057
698	0.970505618	0.1292759369
699	0.970505618	0.129001563
700	0.970505618	0.128774313
701	0.970505618	0.1287438132
702	0.970505618	0.1286463611
703	0.970505618	0.1286335514
704	0.970505618	0.1285072237
705	0.970505618	0.1284941056
706	0.970505618	0.1281910023
707	0.970505618	0.1279667664
708	0.970505618	0.1277582808
709	0.970505618	0.1276942206
710	0.970505618	0.1272982225
711	0.970505618	0.1270185493
712	0.970505618	0.1268919415
713	0.970505618	0.1267189334
714	0.970505618	0.1266022629
715	0.970505618	0.1263682217
716	0.970505618	0.1260074255
717	0.970505618	0.1259172133
718	0.970505618	0.1256989808
719	0.970505618	0.1255386452
720	0.970505618	0.1251233107
721	0.970505618	0.1249859934
722	0.970505618	0.1249721861
723	0.970505618	0.1249586913
724	0.970505618	0.124845493
725	0.970505618	0.1247933637
726	0.970505618	0.1246397038
727	0.970505618	0.1245246341
728	0.970505618	0.1244797552
729	0.970505618	0.1244210624
730	0.970505618	0.1242730787
731	0.970505618	0.124261049
732	0.970505618	0.1240266207
733	0.970505618	0.1240117825
734	0.970505618	0.1237398159
735	0.970505618	0.123594889
736	0.970505618	0.1234566481
737	0.970505618	0.1233621882
738	0.970505618	0.1231619648
739	0.970505618	0.1230544147
740	0.9719101124	0.1227276781
741	0.9719101124	0.1226377002
742	0.9719101124	0.1226280398
743	0.9719101124	0.1225024489
744	0.9719101124	0.12231356
745	0.9719101124	0.1220824873
746	0.9719101124	0.1218646795
747	0.9719101124	0.121522913
748	0.9719101124	0.1213431217
749	0.9719101124	0.1213279839
750	0.9719101124	0.1212001831
751	0.9719101124	0.1208950374
752	0.9719101124	0.1207240568
753	0.9719101124	0.1205922596
754	0.9719101124	0.1203183477
755	0.9719101124	0.1203028128
756	0.9733146067	0.1201454995
757	0.9733146067	0.1200971232
758	0.9733146067	0.1199611246
759	0.9733146067	0.1196624111
760	0.9733146067	0.1194579409
761	0.9733146067	0.1192439762
762	0.9733146067	0.1192264316
763	0.9733146067	0.1190555353
764	0.9733146067	0.1189001828
765	0.9733146067	0.1187189493
766	0.9733146067	0.118406825
767	0.9733146067	0.1183685912
768	0.9733146067	0.1182566069
769	0.9733146067	0.1181436868
770	0.9733146067	0.1178619107
771	0.9733146067	0.1177279536
772	0.9733146067	0.1176256512
773	0.9733146067	0.117604431
774	0.9733146067	0.1174899546
775	0.9733146067	0.1172536184
776	0.9733146067	0.117049643
777	0.9733146067	0.1167765979
778	0.9733146067	0.1167657945
779	0.9733146067	0.1166284275
780	0.9733146067	0.1164429893
781	0.9733146067	0.1162533005
782	0.9733146067	0.1160850808
783	0.9733146067	0.116043401
784	0.9733146067	0.1159711932
785	0.9733146067	0.1157445343
786	0.9733146067	0.1156424795
787	0.9733146067	0.1155449356
788	0.9747191011	0.1152658774
789	0.9747191011	0.1152508505
790	0.9733146067	0.1150289706
791	0.9733146067	0.1149302464
792	0.9747191011	0.1147771214
793	0.9747191011	0.1145808106
794	0.9747191011	0.1144753688
795	0.9747191011	0.1142274867
796	0.9747191011	0.114216848
797	0.9747191011	0.1140707481
798	0.9747191011	0.1138805409
799	0.9747191011	0.1138011127
800	0.9747191011	0.1136728365
801	0.9747191011	0.1136610986
802	0.9747191011	0.1134619725
803	0.9747191011	0.1134530178
804	0.9747191011	0.1133566104
805	0.9747191011	0.1133433834
806	0.9747191011	0.1131271561
807	0.9747191011	0.1130303236
808	0.9747191011	0.1128456534
809	0.9747191011	0.1125674354
810	0.9747191011	0.1123613452
811	0.9747191011	0.1123513575
812	0.9747191011	0.1122450275
813	0.9747191011	0.1120852748
814	0.9747191011	0.112040598
815	0.9747191011	0.1119723707
816	0.9747191011	0.1117955212
817	0.9747191011	0.1117495469
818	0.9747191011	0.1116028986
819	0.9747191011	0.1114038936
820	0.9747191011	0.1113924201
821	0.9747191011	0.1113302257
822	0.9747191011	0.1112264507
823	0.9747191011	0.1111900617
824	0.9747191011	0.1111763474
825	0.9747191011	0.1111157849
826	0.9747191011	0.1109710473
827	0.9747191011	0.1107425022
828	0.9747191011	0.1105908567
829	0.9747191011	0.1105001365
830	0.9747191011	0.1103728373
831	0.9747191011	0.1103595751
832	0.9747191011	0.1102365894
833	0.9747191011	0.1101625316
834	0.9747191011	0.1099186296
835	0.9747191011	0.1096696432
836	0.9747191011	0.1095348612
837	0.9747191011	0.1095249326
838	0.9747191011	0.1094031681
839	0.9747191011	0.1093280861
840	0.9747191011	0.1092409057
841	0.9747191011	0.1090724791
842	0.9747191011	0.1088559207
843	0.9747191011	0.1087511434
844	0.9747191011	0.1086033111
845	0.9747191011	0.1085955255
846	0.9747191011	0.1084833413
847	0.9747191011	0.1082874616
848	0.9747191011	0.1081287005
849	0.9747191011	0.1081192976
850	0.9747191011	0.1081050141
851	0.9747191011	0.1078441851
852	0.9747191011	0.1077140633
853	0.9747191011	0.1075580986
854	0.9747191011	0.1074895411
855	0.9747191011	0.1074251688
856	0.9747191011	0.1073524757
857	0.9747191011	0.107157366
858	0.9747191011	0.1070021432
859	0.9747191011	0.1067046439
860	0.9747191011	0.1065870546
861	0.9747191011	0.1065757161
862	0.9747191011	0.1064260337
863	0.9747191011	0.1062571915
864	0.9761235955	0.106062254
865	0.9761235955	0.1059262648
866	0.9761235955	0.1057420623
867	0.9761235955	0.1057301917
868	0.9761235955	0.1055800174
869	0.9761235955	0.1054917248
870	0.9761235955	0.1053885629
871	0.9761235955	0.1053789907
872	0.9761235955	0.105288223
873	0.9761235955	0.105198308
874	0.9761235955	0.1051160876
875	0.9761235955	0.1050277314
876	0.9761235955	0.1048701305
877	0.9761235955	0.1046838228
878	0.9761235955	0.1045421159
879	0.9761235955	0.1044210101
880	0.9761235955	0.1042388988
881	0.9761235955	0.1040082819
882	0.9761235955	0.1038650183
883	0.9761235955	0.1037012884
884	0.9761235955	0.1033683194
885	0.9775280899	0.1032958335
886	0.9775280899	0.1032503229
