iter	Accuracy	Logloss
887	0.9775280899	0.1031363969
888	0.9775280899	0.103094502
889	0.9775280899	0.1030823082
890	0.9775280899	0.1028331176
891	0.9775280899	0.1027344783
892	0.9775280899	0.1025645423
893	0.9775280899	0.1023943223
894	0.9775280899	0.1022565339
895	0.9775280899	0.1021044108
896	0.9775280899	0.1019387339
897	0.9775280899	0.1018444437
898	0.9775280899	0.1018326352
899	0.9775280899	0.1015662595
900	0.9775280899	0.1015062906
901	0.9775280899	0.1013343372
902	0.9775280899	0.1012754969
903	0.9775280899	0.1011628332
904	0.9775280899	0.1010871519
905	0.9775280899	0.1009126517
906	0.9775280899	0.1008144516
907	0.9775280899	0.1006561804
908	0.9775280899	0.100646067
909	0.9775280899	0.1006345875
910	0.9775280899	0.1006262527
911	0.9775280899	0.1005124842
912	0.9775280899	0.1004021304
913	0.9775280899	0.1002384037
914	0.9775280899	0.1001141819
915	0.9775280899	0.1001048573
916	0.9789325843	0.09996707908
917	0.9789325843	0.09985133149
918	0.9789325843	0.09976985316
919	0.9789325843	0.09968913811
920	0.9789325843	0.09955877554
921	0.9789325843	0.09949781303
922	0.9789325843	0.0992709276
923	0.9789325843	0.09919105691
924	0.9789325843	0.09913231987
925	0.9789325843	0.09911911822
926	0.9789325843	0.09896629189
927	0.9789325843	0.09890510838
928	0.9789325843	0.09889718688
929	0.9789325843	0.09884509775
930	0.9789325843	0.09879198719
931	0.9789325843	0.09874803736
932	0.9789325843	0.09857706485
933	0.9789325843	0.09851409105
934	0.9789325843	0.09830773806
935	0.9789325843	0.09825859414
936	0.9789325843	0.09821717457
937	0.9789325843	0.09820651901
938	0.9789325843	0.09819559647
939	0.9789325843	0.09798912596
940	0.9789325843	0.09784391273
941	0.9803370787	0.0976306421
942	0.9803370787	0.09744403911
943	0.9803370787	0.09743668023
944	0.9803370787	0.09736401742
945	0.9803370787	0.0973530392
946	0.9803370787	0.09730797609
947	0.9803370787	0.09725538012
948	0.981741573	0.09714260836
949	0.9831460674	0.09695680931
950	0.981741573	0.09682900837
951	0.9831460674	0.09671740872
952	0.9831460674	0.09671049317
953	0.9831460674	0.09660727892
954	0.9831460674	0.09654465455
955	0.9831460674	0.09644449303
956	0.9831460674	0.0964192796
957	0.9831460674	0.09637409284
958	0.9831460674	0.09634093739
959	0.9831460674	0.09615363355
960	0.9831460674	0.09606027739
961	0.9831460674	0.09588361702
962	0.9831460674	0.09575719206
963	0.9831460674	0.0957153449
964	0.9831460674	0.09569070986
965	0.9831460674	0.09565105016
966	0.9845505618	0.09553924825
967	0.9845505618	0.09536954812
968	0.9845505618	0.09526472554
969	0.9845505618	0.095181633
970	0.9845505618	0.09510095825
971	0.9845505618	0.09497917193
972	0.9845505618	0.09479934087
973	0.9845505618	0.09467315715
974	0.9845505618	0.09464701032
975	0.9845505618	0.09456919692
976	0.9845505618	0.09447001978
977	0.9845505618	0.0944155072
978	0.9859550562	0.09430381963
979	0.9859550562	0.0941962639
980	0.9859550562	0.09419087
981	0.9859550562	0.09403498496
982	0.9859550562	0.09402142132
983	0.9845505618	0.09386164203
984	0.9845505618	0.0938545983
985	0.9859550562	0.09373095424
986	0.9859550562	0.09366058243
987	0.9859550562	0.09351484192
988	0.9859550562	0.09350569617
989	0.9859550562	0.09342918414
990	0.9859550562	0.09336527827
991	0.9859550562	0.09323451151
992	0.9859550562	0.09315560965
993	0.9859550562	0.09308002832
994	0.9859550562	0.09306513049
995	0.9859550562	0.09304079864
996	0.9859550562	0.09292667076
997	0.9859550562	0.09291907835
998	0.9859550562	0.09282563114
999	0.9859550562	0.09265104035
